Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","1997","1997","ha","14","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","1998","1998","ha","15","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","1999","1999","ha","16","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2000","2000","ha","16","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2001","2001","ha","16","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2002","2002","ha","16","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2003","2003","ha","18","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2004","2004","ha","20","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2005","2005","ha","21","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2006","2006","ha","23","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2007","2007","ha","24","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2008","2008","ha","26","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2009","2009","ha","27","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2010","2010","ha","28","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2011","2011","ha","30","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2012","2012","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2013","2013","ha","30","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2014","2014","ha","31","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2015","2015","ha","40","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2016","2016","ha","30","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2017","2017","ha","21","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2018","2018","ha","14","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2019","2019","ha","8","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2020","2020","ha","3","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5312","Área cosechada","01318","Piña tropical","2021","2021","ha","3","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1985","1985","100 g/ha","116250","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1986","1986","100 g/ha","125000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1987","1987","100 g/ha","131250","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1988","1988","100 g/ha","114545","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1989","1989","100 g/ha","118182","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1990","1990","100 g/ha","125000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1991","1991","100 g/ha","130769","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1992","1992","100 g/ha","133333","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1993","1993","100 g/ha","132094","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1994","1994","100 g/ha","128864","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1995","1995","100 g/ha","123802","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1996","1996","100 g/ha","116425","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1997","1997","100 g/ha","110128","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1998","1998","100 g/ha","103655","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","1999","1999","100 g/ha","99553","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2000","2000","100 g/ha","96875","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2001","2001","100 g/ha","98137","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2002","2002","100 g/ha","100365","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2003","2003","100 g/ha","102778","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2004","2004","100 g/ha","105000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2005","2005","100 g/ha","106966","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2006","2006","100 g/ha","108911","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2007","2007","100 g/ha","110742","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2008","2008","100 g/ha","112585","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2009","2009","100 g/ha","114402","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2010","2010","100 g/ha","116200","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2011","2011","100 g/ha","117986","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2012","2012","100 g/ha","120000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2013","2013","100 g/ha","121545","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2014","2014","100 g/ha","122953","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2015","2015","100 g/ha","104585","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2016","2016","100 g/ha","120205","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2017","2017","100 g/ha","129549","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2018","2018","100 g/ha","134606","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2019","2019","100 g/ha","139134","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2020","2020","100 g/ha","146250","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5419","Rendimiento","01318","Piña tropical","2021","2021","100 g/ha","141280","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1966","1966","toneladas","2","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1967","1967","toneladas","2","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1968","1968","toneladas","3","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1969","1969","toneladas","5","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1970","1970","toneladas","7","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1971","1971","toneladas","9","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1972","1972","toneladas","11","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1973","1973","toneladas","8","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1974","1974","toneladas","9","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1975","1975","toneladas","11","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1976","1976","toneladas","40","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1977","1977","toneladas","26","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1978","1978","toneladas","111","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1979","1979","toneladas","107","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1980","1980","toneladas","96","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1981","1981","toneladas","131","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1982","1982","toneladas","185","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1983","1983","toneladas","181","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1984","1984","toneladas","182","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1985","1985","toneladas","93","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1986","1986","toneladas","100","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","028","Antigua y Barbuda","5510","Producción","01318","Piña tropical","1987","1987","toneladas","105","A","Cifra oficial"
